Date,Customer_ID,Dish,Quantity,Weekend,Event
2024-11-11,CUST1021,Veg Pulao,1,0,0
2024-11-11,CUST1021,Spring Rolls,2,0,0
2024-11-11,CUST1044,Caesar Salad,1,0,0
2024-11-11,CUST1044,Mojito,1,0,0
2024-11-11,CUST1044,Paneer Butter Masala,1,0,0
2024-11-11,CUST1046,Vegetable Manchurian,1,0,0
2024-11-11,CUST1046,Chicken Biryani,1,0,0
2024-11-11,CUST1046,Chocolate Brownie,1,0,0
2024-11-11,CUST1056,Gulab Jamun,1,0,0
2024-11-11,CUST1056,Tandoori Chicken,1,0,0
2024-11-11,CUST1115,Fish Fry,2,0,0
2024-11-11,CUST1115,Veg Burger,1,0,0
2024-11-11,CUST1115,French Fries,1,0,0
2024-11-11,CUST1115,Chocolate Brownie,1,0,0
2024-11-11,CUST1120,Mojito,1,0,0
2024-11-11,CUST1120,Rasmalai,1,0,0
2024-11-11,CUST1162,Egg Curry,1,0,0
2024-11-11,CUST1163,Vegetable Manchurian,1,0,0
2024-11-11,CUST1163,Vegetable Manchurian,1,0,0
2024-11-11,CUST1180,Veg Pulao,1,0,0
2024-11-11,CUST1198,Chicken Sandwich,1,0,0
2024-11-11,CUST1198,Caesar Salad,1,0,0
2024-11-11,CUST1223,Tandoori Chicken,1,0,0
2024-11-11,CUST1223,Caesar Salad,1,0,0
2024-11-11,CUST1223,Paneer Butter Masala,1,0,0
2024-11-11,CUST1226,Caesar Salad,2,0,0
2024-11-11,CUST1270,Fish Fry,1,0,0
2024-11-11,CUST1280,Egg Curry,1,0,0
2024-11-11,CUST1280,Idli Sambhar,1,0,0
2024-11-11,CUST1293,Chicken Sandwich,1,0,0
2024-11-11,CUST1293,Veg Fried Rice,1,0,0
2024-11-12,CUST1044,Margarita Pizza,2,0,0
2024-11-12,CUST1044,French Fries,1,0,0
2024-11-12,CUST1044,Chicken Sandwich,1,0,0
2024-11-12,CUST1059,Hakka Noodles,1,0,0
2024-11-12,CUST1059,Fish Fry,1,0,0
2024-11-12,CUST1059,Mojito,2,0,0
2024-11-12,CUST1090,Hakka Noodles,2,0,0
2024-11-12,CUST1090,Caesar Salad,2,0,0
2024-11-12,CUST1090,French Fries,1,0,0
2024-11-12,CUST1090,Mutton Rogan Josh,1,0,0
2024-11-12,CUST1092,Mutton Rogan Josh,1,0,0
2024-11-12,CUST1112,Vegetable Manchurian,1,0,0
2024-11-12,CUST1112,Veg Burger,1,0,0
2024-11-12,CUST1112,French Fries,1,0,0
2024-11-12,CUST1112,Veg Burger,1,0,0
2024-11-12,CUST1117,Vegetable Manchurian,1,0,0
2024-11-12,CUST1117,Mutton Rogan Josh,2,0,0
2024-11-12,CUST1136,Mojito,1,0,0
2024-11-12,CUST1136,Margarita Pizza,1,0,0
2024-11-12,CUST1136,Egg Curry,1,0,0
2024-11-12,CUST1148,Gulab Jamun,1,0,0
2024-11-12,CUST1148,Gulab Jamun,1,0,0
2024-11-12,CUST1148,French Fries,2,0,0
2024-11-12,CUST1151,Fish Fry,2,0,0
2024-11-12,CUST1151,Pav Bhaji,1,0,0
2024-11-12,CUST1151,Margarita Pizza,2,0,0
2024-11-12,CUST1156,Rasmalai,1,0,0
2024-11-12,CUST1156,Hakka Noodles,1,0,0
2024-11-12,CUST1156,Egg Curry,1,0,0
2024-11-12,CUST1182,Veg Pulao,1,0,0
2024-11-12,CUST1189,Chocolate Brownie,1,0,0
2024-11-12,CUST1189,Cold Coffee,1,0,0
2024-11-12,CUST1189,Chicken Biryani,1,0,0
2024-11-12,CUST1189,Tomato Soup,1,0,0
2024-11-12,CUST1214,Caesar Salad,2,0,0
2024-11-12,CUST1214,Pav Bhaji,1,0,0
2024-11-12,CUST1214,Vegetable Manchurian,1,0,0
2024-11-12,CUST1214,French Fries,2,0,0
2024-11-12,CUST1220,Caesar Salad,1,0,0
2024-11-12,CUST1257,Lassi,1,0,0
2024-11-12,CUST1257,Veg Fried Rice,1,0,0
2024-11-12,CUST1257,Spring Rolls,1,0,0
2024-11-12,CUST1257,Chole Bhature,1,0,0
2024-11-12,CUST1290,Margarita Pizza,1,0,0
2024-11-12,CUST1290,Lassi,1,0,0
2024-11-12,CUST1290,Fish Fry,2,0,0
2024-11-13,CUST1000,Caesar Salad,2,0,0
2024-11-13,CUST1000,Cold Coffee,1,0,0
2024-11-13,CUST1000,Chicken Biryani,2,0,0
2024-11-13,CUST1012,Dal Tadka,1,0,0
2024-11-13,CUST1019,Cold Coffee,1,0,0
2024-11-13,CUST1019,Tandoori Chicken,1,0,0
2024-11-13,CUST1019,Hakka Noodles,1,0,0
2024-11-13,CUST1029,Hakka Noodles,1,0,0
2024-11-13,CUST1029,Tandoori Chicken,1,0,0
2024-11-13,CUST1037,Margarita Pizza,1,0,0
2024-11-13,CUST1037,Chocolate Brownie,1,0,0
2024-11-13,CUST1051,Lassi,1,0,0
2024-11-13,CUST1073,Chole Bhature,1,0,0
2024-11-13,CUST1073,Hakka Noodles,1,0,0
2024-11-13,CUST1073,Vegetable Manchurian,2,0,0
2024-11-13,CUST1099,Chicken Biryani,1,0,0
2024-11-13,CUST1105,Mutton Rogan Josh,1,0,0
2024-11-13,CUST1105,Cold Coffee,1,0,0
2024-11-13,CUST1137,Pasta Alfredo,2,0,0
2024-11-13,CUST1137,Margarita Pizza,1,0,0
2024-11-13,CUST1137,Pav Bhaji,1,0,0
2024-11-13,CUST1137,Vegetable Manchurian,1,0,0
2024-11-13,CUST1173,Margarita Pizza,1,0,0
2024-11-13,CUST1173,Margarita Pizza,1,0,0
2024-11-13,CUST1173,Fish Fry,1,0,0
2024-11-13,CUST1181,Gulab Jamun,1,0,0
2024-11-13,CUST1181,Cold Coffee,1,0,0
2024-11-13,CUST1194,Chole Bhature,1,0,0
2024-11-13,CUST1234,Vegetable Manchurian,2,0,0
2024-11-13,CUST1297,Cold Coffee,1,0,0
2024-11-14,CUST1016,Vegetable Manchurian,2,0,0
2024-11-14,CUST1016,Tomato Soup,1,0,0
2024-11-14,CUST1042,Butter Naan,1,0,0
2024-11-14,CUST1067,Lassi,1,0,0
2024-11-14,CUST1067,Chicken Biryani,2,0,0
2024-11-14,CUST1067,Veg Pulao,1,0,0
2024-11-14,CUST1067,Hakka Noodles,1,0,0
2024-11-14,CUST1075,Cold Coffee,1,0,0
2024-11-14,CUST1075,Margarita Pizza,1,0,0
2024-11-14,CUST1076,Tomato Soup,1,0,0
2024-11-14,CUST1123,Tomato Soup,1,0,0
2024-11-14,CUST1123,Margarita Pizza,1,0,0
2024-11-14,CUST1123,Lassi,1,0,0
2024-11-14,CUST1136,French Fries,1,0,0
2024-11-14,CUST1136,Chole Bhature,1,0,0
2024-11-14,CUST1161,French Fries,1,0,0
2024-11-14,CUST1161,Chicken Sandwich,1,0,0
2024-11-14,CUST1161,Cold Coffee,1,0,0
2024-11-14,CUST1161,Veg Fried Rice,2,0,0
2024-11-14,CUST1165,Butter Naan,1,0,0
2024-11-14,CUST1165,Idli Sambhar,1,0,0
2024-11-14,CUST1165,Cold Coffee,1,0,0
2024-11-14,CUST1165,Vegetable Manchurian,2,0,0
2024-11-14,CUST1179,Chocolate Brownie,1,0,0
2024-11-14,CUST1179,Pav Bhaji,1,0,0
2024-11-14,CUST1185,Hakka Noodles,1,0,0
2024-11-14,CUST1185,Mutton Rogan Josh,1,0,0
2024-11-14,CUST1227,Margarita Pizza,1,0,0
2024-11-14,CUST1227,French Fries,1,0,0
2024-11-14,CUST1227,Chicken Sandwich,1,0,0
2024-11-15,CUST1033,Veg Fried Rice,1,0,0
2024-11-15,CUST1033,Egg Curry,2,0,0
2024-11-15,CUST1038,Pav Bhaji,1,0,0
2024-11-15,CUST1038,Egg Curry,1,0,0
2024-11-15,CUST1048,Fish Fry,1,0,0
2024-11-15,CUST1048,Hakka Noodles,1,0,0
2024-11-15,CUST1052,French Fries,2,0,0
2024-11-15,CUST1052,Chicken Biryani,1,0,0
2024-11-15,CUST1052,Chicken Sandwich,1,0,0
2024-11-15,CUST1056,French Fries,1,0,0
2024-11-15,CUST1056,Veg Burger,2,0,0
2024-11-15,CUST1056,Tomato Soup,1,0,0
2024-11-15,CUST1056,French Fries,1,0,0
2024-11-15,CUST1056,Chicken Sandwich,1,0,0
2024-11-15,CUST1068,Chicken Biryani,1,0,0
2024-11-15,CUST1071,French Fries,1,0,0
2024-11-15,CUST1071,Veg Burger,1,0,0
2024-11-15,CUST1081,Chicken Sandwich,1,0,0
2024-11-15,CUST1098,Cold Coffee,2,0,0
2024-11-15,CUST1098,Hakka Noodles,1,0,0
2024-11-15,CUST1098,Pasta Alfredo,1,0,0
2024-11-15,CUST1098,Vegetable Manchurian,2,0,0
2024-11-15,CUST1153,Masala Dosa,1,0,0
2024-11-15,CUST1153,Chole Bhature,1,0,0
2024-11-15,CUST1212,Chicken Biryani,1,0,0
2024-11-15,CUST1212,Dal Tadka,1,0,0
2024-11-15,CUST1212,Fish Fry,1,0,0
2024-11-15,CUST1231,Spring Rolls,2,0,0
2024-11-15,CUST1233,French Fries,1,0,0
2024-11-15,CUST1233,Veg Burger,1,0,0
2024-11-15,CUST1233,Caesar Salad,1,0,0
2024-11-15,CUST1252,Mojito,1,0,0
2024-11-15,CUST1252,Vegetable Manchurian,1,0,0
2024-11-15,CUST1273,Tandoori Chicken,1,0,0
2024-11-15,CUST1273,Cold Coffee,1,0,0
2024-11-15,CUST1273,Veg Pulao,1,0,0
2024-11-15,CUST1284,French Fries,1,0,0
2024-11-15,CUST1284,Veg Burger,1,0,0
2024-11-15,CUST1284,Tandoori Chicken,1,0,0
2024-11-16,CUST1057,Chicken Biryani,1,0,0
2024-11-16,CUST1057,Pav Bhaji,2,0,0
2024-11-16,CUST1066,Tomato Soup,1,0,0
2024-11-16,CUST1066,Pav Bhaji,1,0,0
2024-11-16,CUST1089,French Fries,1,0,0
2024-11-16,CUST1089,Spring Rolls,2,0,0
2024-11-16,CUST1101,Lassi,1,0,0
2024-11-16,CUST1101,Margarita Pizza,1,0,0
2024-11-16,CUST1101,Tomato Soup,1,0,0
2024-11-16,CUST1110,Veg Fried Rice,1,0,0
2024-11-16,CUST1110,Idli Sambhar,1,0,0
2024-11-16,CUST1162,Pav Bhaji,1,0,0
2024-11-16,CUST1162,Paneer Butter Masala,1,0,0
2024-11-16,CUST1183,Idli Sambhar,1,0,0
2024-11-16,CUST1183,Tomato Soup,1,0,0
2024-11-16,CUST1183,Pav Bhaji,1,0,0
2024-11-16,CUST1204,Veg Pulao,1,0,0
2024-11-16,CUST1204,Caesar Salad,2,0,0
2024-11-16,CUST1204,Mojito,1,0,0
2024-11-16,CUST1204,Paneer Butter Masala,2,0,0
2024-11-16,CUST1247,Chicken Sandwich,1,0,0
2024-11-16,CUST1247,Pav Bhaji,1,0,0
2024-11-16,CUST1250,Masala Dosa,1,0,0
2024-11-16,CUST1250,Hakka Noodles,1,0,0
2024-11-16,CUST1250,Vegetable Manchurian,2,0,0
2024-11-16,CUST1253,Mutton Rogan Josh,1,0,0
2024-11-16,CUST1253,Chicken Biryani,1,0,0
2024-11-16,CUST1260,Veg Fried Rice,1,0,0
2024-11-16,CUST1268,Tomato Soup,1,0,0
2024-11-16,CUST1268,Pasta Alfredo,1,0,0
2024-11-16,CUST1271,Pav Bhaji,1,0,0
2024-11-16,CUST1271,Mojito,1,0,0
2024-11-16,CUST1271,Margarita Pizza,1,0,0
2024-11-16,CUST1271,Spring Rolls,1,0,0
2024-11-16,CUST1278,Veg Fried Rice,1,0,0
2024-11-16,CUST1278,Veg Fried Rice,1,0,0
2024-11-16,CUST1278,Veg Burger,1,0,0
2024-11-16,CUST1278,Hakka Noodles,1,0,0
2024-11-16,CUST1288,Margarita Pizza,1,0,0
2024-11-16,CUST1288,Caesar Salad,1,0,0
2024-11-16,CUST1288,Egg Curry,1,0,0
2024-11-16,CUST1299,Margarita Pizza,1,0,0
2024-11-16,CUST1299,Lassi,1,0,0
2024-11-16,CUST1299,Veg Burger,1,0,0
2024-11-17,CUST1025,Spring Rolls,1,0,0
2024-11-17,CUST1025,Caesar Salad,2,0,0
2024-11-17,CUST1025,Spring Rolls,1,0,0
2024-11-17,CUST1026,Veg Burger,1,0,0
2024-11-17,CUST1026,Lassi,1,0,0
2024-11-17,CUST1026,Margarita Pizza,1,0,0
2024-11-17,CUST1026,Cold Coffee,1,0,0
2024-11-17,CUST1026,Pasta Alfredo,1,0,0
2024-11-17,CUST1026,Veg Pulao,2,0,0
2024-11-17,CUST1074,Caesar Salad,1,0,0
2024-11-17,CUST1074,Veg Fried Rice,1,0,0
2024-11-17,CUST1074,Cold Coffee,1,0,0
2024-11-17,CUST1074,Chicken Sandwich,2,0,0
2024-11-17,CUST1074,Vegetable Manchurian,1,0,0
2024-11-17,CUST1086,Margarita Pizza,2,0,0
2024-11-17,CUST1097,Butter Naan,1,0,0
2024-11-17,CUST1097,Idli Sambhar,1,0,0
2024-11-17,CUST1113,Chicken Biryani,1,0,0
2024-11-17,CUST1114,Mutton Rogan Josh,1,0,0
2024-11-17,CUST1114,Tomato Soup,2,0,0
2024-11-17,CUST1129,Veg Fried Rice,1,0,0
2024-11-17,CUST1129,Dal Tadka,1,0,0
2024-11-17,CUST1161,Spring Rolls,1,0,0
2024-11-17,CUST1161,Dal Tadka,1,0,0
2024-11-17,CUST1168,Pav Bhaji,1,0,0
2024-11-17,CUST1168,Pasta Alfredo,1,0,0
2024-11-17,CUST1168,Caesar Salad,1,0,0
2024-11-17,CUST1171,Spring Rolls,1,0,0
2024-11-17,CUST1171,Dal Tadka,2,0,0
2024-11-17,CUST1171,Veg Fried Rice,1,0,0
2024-11-17,CUST1223,Hakka Noodles,1,0,0
2024-11-17,CUST1223,Tandoori Chicken,2,0,0
2024-11-17,CUST1223,Caesar Salad,1,0,0
2024-11-17,CUST1229,Egg Curry,1,0,0
2024-11-17,CUST1229,Gulab Jamun,1,0,0
2024-11-17,CUST1237,French Fries,1,0,0
2024-11-17,CUST1237,Veg Pulao,1,0,0
2024-11-17,CUST1237,Hakka Noodles,1,0,0
2024-11-17,CUST1273,Cold Coffee,1,0,0
2024-11-17,CUST1273,Chicken Biryani,1,0,0
2024-11-17,CUST1273,Tomato Soup,1,0,0
2024-11-17,CUST1283,Gulab Jamun,1,0,0
2024-11-17,CUST1283,French Fries,1,0,0
2024-11-17,CUST1283,Veg Burger,1,0,0
2024-11-17,CUST1283,Chicken Biryani,2,0,0
2024-11-17,CUST1286,Paneer Butter Masala,1,0,0
2024-11-17,CUST1286,Chicken Biryani,1,0,0
2024-11-17,CUST1287,Tandoori Chicken,1,0,0
2024-11-17,CUST1287,Veg Pulao,1,0,0
2024-11-17,CUST1287,Veg Burger,1,0,0
2024-11-18,CUST1048,Chole Bhature,1,0,0
2024-11-18,CUST1048,Egg Curry,1,0,0
2024-11-18,CUST1048,Pav Bhaji,1,0,0
2024-11-18,CUST1051,Lassi,1,0,0
2024-11-18,CUST1051,Vegetable Manchurian,1,0,0
2024-11-18,CUST1051,Pasta Alfredo,1,0,0
2024-11-18,CUST1051,Veg Pulao,1,0,0
2024-11-18,CUST1051,French Fries,1,0,0
2024-11-18,CUST1090,French Fries,2,0,0
2024-11-18,CUST1090,Paneer Butter Masala,2,0,0
2024-11-18,CUST1102,Dal Tadka,1,0,0
2024-11-18,CUST1102,Lassi,1,0,0
2024-11-18,CUST1102,Chicken Biryani,1,0,0
2024-11-18,CUST1112,Egg Curry,1,0,0
2024-11-18,CUST1112,Veg Burger,1,0,0
2024-11-18,CUST1112,Pav Bhaji,1,0,0
2024-11-18,CUST1121,Chicken Biryani,1,0,0
2024-11-18,CUST1121,Chocolate Brownie,1,0,0
2024-11-18,CUST1125,Margarita Pizza,1,0,0
2024-11-18,CUST1125,Veg Burger,1,0,0
2024-11-18,CUST1147,Lassi,1,0,0
2024-11-18,CUST1147,Pasta Alfredo,1,0,0
2024-11-18,CUST1147,Margarita Pizza,1,0,0
2024-11-18,CUST1147,Idli Sambhar,2,0,0
2024-11-18,CUST1157,Hakka Noodles,1,0,0
2024-11-18,CUST1157,Hakka Noodles,1,0,0
2024-11-18,CUST1164,Vegetable Manchurian,1,0,0
2024-11-18,CUST1164,Hakka Noodles,1,0,0
2024-11-18,CUST1184,Rasmalai,1,0,0
2024-11-18,CUST1219,Egg Curry,1,0,0
2024-11-18,CUST1219,Pasta Alfredo,1,0,0
2024-11-19,CUST1014,Cold Coffee,1,0,0
2024-11-19,CUST1014,Chicken Sandwich,1,0,0
2024-11-19,CUST1014,Egg Curry,1,0,0
2024-11-19,CUST1014,Butter Naan,1,0,0
2024-11-19,CUST1032,Egg Curry,1,0,0
2024-11-19,CUST1032,Butter Naan,1,0,0
2024-11-19,CUST1032,Chicken Sandwich,1,0,0
2024-11-19,CUST1055,Vegetable Manchurian,1,0,0
2024-11-19,CUST1070,Spring Rolls,1,0,0
2024-11-19,CUST1070,French Fries,1,0,0
2024-11-19,CUST1071,Veg Fried Rice,1,0,0
2024-11-19,CUST1071,Gulab Jamun,1,0,0
2024-11-19,CUST1071,Egg Curry,2,0,0
2024-11-19,CUST1079,French Fries,1,0,0
2024-11-19,CUST1079,Butter Naan,1,0,0
2024-11-19,CUST1113,Margarita Pizza,1,0,0
2024-11-19,CUST1113,Veg Fried Rice,1,0,0
2024-11-19,CUST1113,Chocolate Brownie,1,0,0
2024-11-19,CUST1146,French Fries,1,0,0
2024-11-19,CUST1146,Veg Burger,2,0,0
2024-11-19,CUST1146,Egg Curry,1,0,0
2024-11-19,CUST1157,Gulab Jamun,1,0,0
2024-11-19,CUST1157,Dal Tadka,2,0,0
2024-11-19,CUST1157,Rasmalai,1,0,0
2024-11-19,CUST1168,Paneer Butter Masala,1,0,0
2024-11-19,CUST1179,Hakka Noodles,1,0,0
2024-11-19,CUST1179,Rasmalai,1,0,0
2024-11-19,CUST1179,Egg Curry,2,0,0
2024-11-19,CUST1181,Mutton Rogan Josh,1,0,0
2024-11-19,CUST1181,Dal Tadka,1,0,0
2024-11-19,CUST1191,Margarita Pizza,1,0,0
2024-11-19,CUST1191,Veg Fried Rice,2,0,0
2024-11-20,CUST1045,Dal Tadka,1,0,0
2024-11-20,CUST1045,Idli Sambhar,1,0,0
2024-11-20,CUST1104,Chole Bhature,1,0,0
2024-11-20,CUST1104,Dal Tadka,1,0,0
2024-11-20,CUST1104,Lassi,1,0,0
2024-11-20,CUST1119,Egg Curry,1,0,0
2024-11-20,CUST1119,Gulab Jamun,2,0,0
2024-11-20,CUST1119,French Fries,2,0,0
2024-11-20,CUST1119,Pasta Alfredo,1,0,0
2024-11-20,CUST1184,Lassi,1,0,0
2024-11-20,CUST1184,Mutton Rogan Josh,1,0,0
2024-11-20,CUST1184,Tandoori Chicken,1,0,0
2024-11-20,CUST1197,Egg Curry,1,0,0
2024-11-20,CUST1197,Pav Bhaji,2,0,0
2024-11-20,CUST1199,Margarita Pizza,1,0,0
2024-11-20,CUST1199,Chole Bhature,2,0,0
2024-11-20,CUST1235,Mutton Rogan Josh,1,0,0
2024-11-20,CUST1235,Chicken Sandwich,1,0,0
2024-11-20,CUST1242,Pasta Alfredo,1,0,0
2024-11-20,CUST1245,Chicken Biryani,1,0,0
2024-11-20,CUST1245,Chicken Biryani,1,0,0
2024-11-20,CUST1249,Mutton Rogan Josh,1,0,0
2024-11-20,CUST1249,Spring Rolls,2,0,0
2024-11-20,CUST1249,Hakka Noodles,1,0,0
2024-11-20,CUST1266,Chicken Biryani,1,0,0
2024-11-20,CUST1266,Paneer Butter Masala,1,0,0
2024-11-20,CUST1272,Veg Pulao,1,0,0
2024-11-20,CUST1272,Gulab Jamun,1,0,0
2024-11-20,CUST1272,Veg Fried Rice,1,0,0
2024-11-20,CUST1272,Idli Sambhar,1,0,0
2024-11-20,CUST1272,Mutton Rogan Josh,1,0,0
2024-11-20,CUST1275,Fish Fry,1,0,0
2024-11-20,CUST1275,Margarita Pizza,1,0,0
2024-11-20,CUST1275,Lassi,1,0,0
2024-11-20,CUST1275,Hakka Noodles,2,0,0
2024-11-20,CUST1283,Mutton Rogan Josh,1,0,0
2024-11-21,CUST1053,French Fries,2,0,0
2024-11-21,CUST1053,Cold Coffee,1,0,0
2024-11-21,CUST1053,Veg Pulao,2,0,0
2024-11-21,CUST1054,Margarita Pizza,1,0,0
2024-11-21,CUST1054,Veg Burger,1,0,0
2024-11-21,CUST1054,Chole Bhature,1,0,0
2024-11-21,CUST1099,Fish Fry,2,0,0
2024-11-21,CUST1099,Chole Bhature,1,0,0
2024-11-21,CUST1099,Egg Curry,1,0,0
2024-11-21,CUST1099,Cold Coffee,1,0,0
2024-11-21,CUST1099,Chicken Biryani,1,0,0
2024-11-21,CUST1107,Idli Sambhar,1,0,0
2024-11-21,CUST1107,Egg Curry,1,0,0
2024-11-21,CUST1127,Spring Rolls,1,0,0
2024-11-21,CUST1127,Veg Pulao,1,0,0
2024-11-21,CUST1127,Cold Coffee,1,0,0
2024-11-21,CUST1133,Pav Bhaji,1,0,0
2024-11-21,CUST1133,Margarita Pizza,1,0,0
2024-11-21,CUST1133,Dal Tadka,1,0,0
2024-11-21,CUST1175,Margarita Pizza,1,0,0
2024-11-21,CUST1175,Pav Bhaji,1,0,0
2024-11-21,CUST1197,Spring Rolls,1,0,0
2024-11-21,CUST1197,Pav Bhaji,1,0,0
2024-11-21,CUST1197,Veg Burger,1,0,0
2024-11-21,CUST1218,Pav Bhaji,1,0,0
2024-11-21,CUST1218,Hakka Noodles,1,0,0
2024-11-21,CUST1230,Pav Bhaji,1,0,0
2024-11-21,CUST1230,Pasta Alfredo,1,0,0
2024-11-21,CUST1263,Mutton Rogan Josh,1,0,0
2024-11-21,CUST1270,Tandoori Chicken,1,0,0
2024-11-21,CUST1270,Veg Fried Rice,1,0,0
2024-11-21,CUST1297,Chocolate Brownie,1,0,0
2024-11-21,CUST1297,Gulab Jamun,1,0,0
2024-11-22,CUST1004,Tandoori Chicken,2,0,0
2024-11-22,CUST1030,Hakka Noodles,1,0,0
2024-11-22,CUST1030,Tandoori Chicken,2,0,0
2024-11-22,CUST1061,Butter Naan,2,0,0
2024-11-22,CUST1061,Fish Fry,1,0,0
2024-11-22,CUST1063,Cold Coffee,2,0,0
2024-11-22,CUST1076,Fish Fry,1,0,0
2024-11-22,CUST1076,Tandoori Chicken,1,0,0
2024-11-22,CUST1076,Paneer Butter Masala,1,0,0
2024-11-22,CUST1076,Mojito,1,0,0
2024-11-22,CUST1134,Lassi,1,0,0
2024-11-22,CUST1134,Chicken Sandwich,1,0,0
2024-11-22,CUST1134,Margarita Pizza,1,0,0
2024-11-22,CUST1230,Pasta Alfredo,2,0,0
2024-11-22,CUST1230,Mojito,1,0,0
2024-11-22,CUST1248,Hakka Noodles,1,0,0
2024-11-22,CUST1248,Pav Bhaji,1,0,0
2024-11-22,CUST1248,Veg Pulao,1,0,0
2024-11-22,CUST1250,Masala Dosa,1,0,0
2024-11-22,CUST1250,Pasta Alfredo,1,0,0
2024-11-22,CUST1250,Hakka Noodles,1,0,0
2024-11-22,CUST1256,Pasta Alfredo,1,0,0
2024-11-22,CUST1256,Dal Tadka,1,0,0
2024-11-22,CUST1256,Chole Bhature,1,0,0
2024-11-22,CUST1256,French Fries,1,0,0
2024-11-22,CUST1256,Chicken Sandwich,1,0,0
2024-11-22,CUST1289,Veg Fried Rice,1,0,0
2024-11-22,CUST1289,Butter Naan,1,0,0
2024-11-22,CUST1289,Egg Curry,1,0,0
2024-11-23,CUST1001,Egg Curry,1,0,0
2024-11-23,CUST1001,Masala Dosa,1,0,0
2024-11-23,CUST1001,Veg Pulao,1,0,0
2024-11-23,CUST1039,Pasta Alfredo,1,0,0
2024-11-23,CUST1039,Tandoori Chicken,2,0,0
2024-11-23,CUST1077,Rasmalai,1,0,0
2024-11-23,CUST1077,Mutton Rogan Josh,1,0,0
2024-11-23,CUST1077,Tandoori Chicken,1,0,0
2024-11-23,CUST1095,Fish Fry,2,0,0
2024-11-23,CUST1095,Pav Bhaji,1,0,0
2024-11-23,CUST1118,Lassi,1,0,0
2024-11-23,CUST1118,Dal Tadka,1,0,0
2024-11-23,CUST1118,Mutton Rogan Josh,1,0,0
2024-11-23,CUST1124,Butter Naan,1,0,0
2024-11-23,CUST1124,Dal Tadka,1,0,0
2024-11-23,CUST1132,Cold Coffee,1,0,0
2024-11-23,CUST1132,Lassi,1,0,0
2024-11-23,CUST1132,Paneer Butter Masala,1,0,0
2024-11-23,CUST1140,Masala Dosa,1,0,0
2024-11-23,CUST1140,Rasmalai,2,0,0
2024-11-23,CUST1147,Mojito,1,0,0
2024-11-23,CUST1147,Egg Curry,1,0,0
2024-11-23,CUST1155,Caesar Salad,2,0,0
2024-11-23,CUST1155,Masala Dosa,1,0,0
2024-11-23,CUST1155,Dal Tadka,1,0,0
2024-11-23,CUST1157,Chole Bhature,1,0,0
2024-11-23,CUST1157,French Fries,1,0,0
2024-11-23,CUST1157,Tandoori Chicken,2,0,0
2024-11-23,CUST1157,Veg Pulao,1,0,0
2024-11-23,CUST1171,Cold Coffee,1,0,0
2024-11-23,CUST1171,Chicken Sandwich,1,0,0
2024-11-23,CUST1171,Tandoori Chicken,2,0,0
2024-11-23,CUST1172,Caesar Salad,2,0,0
2024-11-23,CUST1172,Paneer Butter Masala,1,0,0
2024-11-23,CUST1172,Dal Tadka,1,0,0
2024-11-23,CUST1180,Mutton Rogan Josh,1,0,0
2024-11-23,CUST1180,Mutton Rogan Josh,1,0,0
2024-11-23,CUST1181,Spring Rolls,1,0,0
2024-11-23,CUST1181,Lassi,1,0,0
2024-11-23,CUST1202,Veg Pulao,1,0,0
2024-11-23,CUST1202,Cold Coffee,2,0,0
2024-11-23,CUST1260,Masala Dosa,1,0,0
2024-11-23,CUST1260,Fish Fry,2,0,0
2024-11-23,CUST1260,Paneer Butter Masala,1,0,0
2024-11-23,CUST1260,Idli Sambhar,1,0,0
2024-11-23,CUST1260,Dal Tadka,1,0,0
2024-11-23,CUST1264,Cold Coffee,1,0,0
2024-11-23,CUST1264,Veg Pulao,1,0,0
2024-11-23,CUST1296,Pav Bhaji,1,0,0
2024-11-23,CUST1296,Mutton Rogan Josh,1,0,0
2024-11-23,CUST1296,Spring Rolls,1,0,0
2024-11-24,CUST1007,Fish Fry,1,0,0
2024-11-24,CUST1015,Hakka Noodles,1,0,0
2024-11-24,CUST1015,Margarita Pizza,2,0,0
2024-11-24,CUST1034,Dal Tadka,1,0,0
2024-11-24,CUST1034,Hakka Noodles,1,0,0
2024-11-24,CUST1034,Tomato Soup,2,0,0
2024-11-24,CUST1077,Chicken Sandwich,2,0,0
2024-11-24,CUST1077,Vegetable Manchurian,1,0,0
2024-11-24,CUST1077,Veg Pulao,1,0,0
2024-11-24,CUST1090,Lassi,1,0,0
2024-11-24,CUST1090,Hakka Noodles,1,0,0
2024-11-24,CUST1124,Chicken Biryani,1,0,0
2024-11-24,CUST1124,Spring Rolls,2,0,0
2024-11-24,CUST1124,Vegetable Manchurian,1,0,0
2024-11-24,CUST1143,Chole Bhature,1,0,0
2024-11-24,CUST1143,French Fries,1,0,0
2024-11-24,CUST1143,Veg Burger,1,0,0
2024-11-24,CUST1143,Chicken Biryani,2,0,0
2024-11-24,CUST1144,Chicken Sandwich,1,0,0
2024-11-24,CUST1144,Vegetable Manchurian,1,0,0
2024-11-24,CUST1144,Masala Dosa,1,0,0
2024-11-24,CUST1144,Spring Rolls,2,0,0
2024-11-24,CUST1144,Veg Burger,1,0,0
2024-11-24,CUST1144,Egg Curry,1,0,0
2024-11-24,CUST1165,Dal Tadka,2,0,0
2024-11-24,CUST1165,Hakka Noodles,1,0,0
2024-11-24,CUST1174,Lassi,1,0,0
2024-11-24,CUST1174,Paneer Butter Masala,2,0,0
