Customer_ID,Date,Items_Ordered,Total_Cost_INR,Season,Is_Event,Event_Name
CUST1272,2025-01-28,Rasmalai x1; Paneer Butter Masala x1; Pav Bhaji x1,561,Winter,No,
CUST1279,2025-01-28,Fish Fry x2; French Fries x1; Chicken Sandwich x1; Chicken Biryani x1,1158,Winter,No,
CUST1041,2025-01-29,Pav Bhaji x1; Veg Burger x1; Mutton Rogan Josh x1,720,Winter,No,
CUST1074,2025-01-29,Vegetable Manchurian x2; Vegetable Manchurian x1; Veg Fried Rice x1,893,Winter,No,
CUST1087,2025-01-29,Lassi x1; Chocolate Brownie x1; Hakka Noodles x2,700,Winter,No,
CUST1089,2025-01-29,Tomato Soup x1; Rasmalai x1,256,Winter,No,
CUST1089,2025-01-29,Pav Bhaji x1; Veg Burger x1,338,Winter,No,
CUST1102,2025-01-29,Idli Sambhar x2; Idli Sambhar x1; Butter Naan x1,416,Winter,No,
CUST1127,2025-01-29,Lassi x1; Veg Burger x1; Chocolate Brownie x1,446,Winter,No,
CUST1141,2025-01-29,Margarita Pizza x2; Chicken Biryani x1; Hakka Noodles x1,1121,Winter,No,
CUST1169,2025-01-29,Paneer Butter Masala x1,281,Winter,No,
CUST1178,2025-01-29,Gulab Jamun x1; Paneer Butter Masala x1,387,Winter,No,
CUST1183,2025-01-29,Mutton Rogan Josh x1; Hakka Noodles x1,599,Winter,No,
CUST1189,2025-01-29,Cold Coffee x1,137,Winter,No,
CUST1211,2025-01-29,Pav Bhaji x2,319,Winter,No,
CUST1237,2025-01-29,Gulab Jamun x1; Dal Tadka x1; Pasta Alfredo x2,825,Winter,No,
CUST1014,2025-01-30,Chicken Biryani x1; Pav Bhaji x1,484,Winter,No,
CUST1016,2025-01-30,Margarita Pizza x1; Chicken Biryani x1; Chole Bhature x1; Spring Rolls x1,988,Winter,No,
CUST1071,2025-01-30,Hakka Noodles x1; Chicken Sandwich x2; Caesar Salad x1; Pav Bhaji x2,1129,Winter,No,
CUST1091,2025-01-30,Chole Bhature x1; Mutton Rogan Josh x1; Tandoori Chicken x1,853,Winter,No,
CUST1101,2025-01-30,Fish Fry x2; Mutton Rogan Josh x1,897,Winter,No,
CUST1101,2025-01-30,Veg Pulao x1; Tomato Soup x1,321,Winter,No,
CUST1120,2025-01-30,Veg Burger x1; Rasmalai x1; Chicken Biryani x1; Vegetable Manchurian x2,1081,Winter,No,
CUST1168,2025-01-30,Chicken Biryani x1; Cold Coffee x1; Egg Curry x1,641,Winter,No,
CUST1175,2025-01-30,Idli Sambhar x1; Fish Fry x1; Cold Coffee x1; Vegetable Manchurian x1,746,Winter,No,
CUST1182,2025-01-30,Pasta Alfredo x1; Gulab Jamun x1; Paneer Butter Masala x1,657,Winter,No,
CUST1186,2025-01-30,Margarita Pizza x1; Hakka Noodles x2,731,Winter,No,
CUST1199,2025-01-30,Veg Pulao x2; Spring Rolls x1,537,Winter,No,
CUST1247,2025-01-30,Hakka Noodles x1; Mutton Rogan Josh x1,608,Winter,No,
CUST1272,2025-01-30,Dal Tadka x1; Pasta Alfredo x1,448,Winter,No,
CUST1273,2025-01-30,Chicken Sandwich x1; Margarita Pizza x1; French Fries x1,615,Winter,No,
CUST1000,2025-01-31,Veg Fried Rice x1; Mojito x1; Vegetable Manchurian x1; Veg Fried Rice x1,783,Winter,No,
CUST1016,2025-01-31,Pav Bhaji x1; Vegetable Manchurian x1; Margarita Pizza x1,682,Winter,No,
CUST1020,2025-01-31,Lassi x1; Chicken Biryani x1,426,Winter,No,
CUST1040,2025-01-31,Paneer Butter Masala x1; Tomato Soup x1,416,Winter,No,
CUST1079,2025-01-31,Idli Sambhar x1; Cold Coffee x1; Chicken Biryani x1; Margarita Pizza x1,862,Winter,No,
CUST1089,2025-01-31,Egg Curry x1; Vegetable Manchurian x2; Idli Sambhar x1,769,Winter,No,
CUST1102,2025-01-31,Chicken Biryani x1,327,Winter,No,
CUST1107,2025-01-31,Chicken Sandwich x1; Veg Pulao x2; French Fries x1; Veg Burger x1,881,Winter,No,
CUST1107,2025-01-31,Chole Bhature x1; Chole Bhature x1,420,Winter,No,
CUST1112,2025-01-31,Chocolate Brownie x1; Idli Sambhar x1,287,Winter,No,
CUST1116,2025-01-31,Rasmalai x1; Tomato Soup x1,252,Winter,No,
CUST1125,2025-01-31,Lassi x1; Veg Pulao x1; Vegetable Manchurian x1; Paneer Butter Masala x1,806,Winter,No,
CUST1143,2025-01-31,Chocolate Brownie x1; Tomato Soup x2; Tandoori Chicken x1,678,Winter,No,
CUST1145,2025-01-31,Lassi x1; Tomato Soup x2,368,Winter,No,
CUST1167,2025-01-31,Dal Tadka x1,187,Winter,No,
CUST1217,2025-01-31,French Fries x1; Chicken Sandwich x1,319,Winter,No,
CUST1242,2025-01-31,Pav Bhaji x1; Butter Naan x1,217,Winter,No,
CUST1012,2025-02-01,Pav Bhaji x2; Mutton Rogan Josh x1; Egg Curry x1,893,Winter,No,
CUST1015,2025-02-01,Cold Coffee x1; Mojito x1; Veg Burger x1; French Fries x1; Veg Burger x1,762,Winter,No,
CUST1018,2025-02-01,Veg Pulao x1; Egg Curry x1; Veg Pulao x1,570,Winter,No,
CUST1023,2025-02-01,Chicken Biryani x1; Tomato Soup x2; Veg Burger x1,765,Winter,No,
CUST1024,2025-02-01,Veg Burger x1; Veg Fried Rice x1,387,Winter,No,
CUST1100,2025-02-01,Pav Bhaji x1,163,Winter,No,
CUST1117,2025-02-01,Chicken Sandwich x1; Mutton Rogan Josh x2; Veg Pulao x1,1153,Winter,No,
CUST1144,2025-02-01,Hakka Noodles x1; Lassi x1; Dal Tadka x1; French Fries x1,621,Winter,No,
CUST1148,2025-02-01,Chicken Biryani x2,642,Winter,No,
CUST1152,2025-02-01,Dal Tadka x1; Egg Curry x1,370,Winter,No,
CUST1173,2025-02-01,Masala Dosa x1; Veg Fried Rice x1,342,Winter,No,
CUST1184,2025-02-01,Vegetable Manchurian x1; Egg Curry x1,422,Winter,No,
CUST1201,2025-02-01,Chocolate Brownie x1; Pasta Alfredo x1; Tomato Soup x1,561,Winter,No,
CUST1201,2025-02-01,Paneer Butter Masala x1; Pasta Alfredo x1; Veg Fried Rice x1; Veg Fried Rice x1,947,Winter,No,
CUST1205,2025-02-01,Dal Tadka x1; Mutton Rogan Josh x1; Paneer Butter Masala x1,846,Winter,No,
CUST1205,2025-02-01,Mojito x1; Paneer Butter Masala x1; Dal Tadka x1,616,Winter,No,
CUST1213,2025-02-01,Chocolate Brownie x1; Fish Fry x2,679,Winter,No,
CUST1255,2025-02-01,Tandoori Chicken x1; Gulab Jamun x1,359,Winter,No,
CUST1261,2025-02-01,Rasmalai x1; Chicken Sandwich x1,325,Winter,No,
CUST1274,2025-02-01,Mojito x2; Hakka Noodles x2,739,Winter,No,
CUST1284,2025-02-01,Veg Pulao x1; Rasmalai x1; Dal Tadka x1; Spring Rolls x1,651,Winter,No,
CUST1293,2025-02-01,Veg Burger x1; Rasmalai x1,308,Winter,No,
CUST1001,2025-02-02,Dal Tadka x2; Dal Tadka x2,721,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1020,2025-02-02,Cold Coffee x1; Pav Bhaji x1; Chocolate Brownie x1; Chicken Biryani x2,1094,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1027,2025-02-02,French Fries x1; Masala Dosa x1; Margarita Pizza x1,556,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1038,2025-02-02,Mutton Rogan Josh x1; Mutton Rogan Josh x1,762,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1052,2025-02-02,Veg Pulao x1; Tandoori Chicken x1,449,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1060,2025-02-02,Egg Curry x1; Veg Burger x1; Mojito x1; Vegetable Manchurian x1,750,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1064,2025-02-02,Chicken Sandwich x1; Mutton Rogan Josh x1,580,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1076,2025-02-02,Mutton Rogan Josh x1; Vegetable Manchurian x2,845,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1078,2025-02-02,Veg Burger x1; Vegetable Manchurian x2,644,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1088,2025-02-02,Hakka Noodles x1; Gulab Jamun x1,317,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1088,2025-02-02,Mutton Rogan Josh x1; Spring Rolls x2; Hakka Noodles x1,920,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1089,2025-02-02,Lassi x1; Margarita Pizza x1; Butter Naan x1; Margarita Pizza x1; Veg Fried Rice x1,930,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1102,2025-02-02,Veg Burger x1; Spring Rolls x1,338,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1106,2025-02-02,French Fries x1; Chicken Sandwich x1; Veg Burger x1,504,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1108,2025-02-02,Gulab Jamun x1; Spring Rolls x1,261,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1122,2025-02-02,Butter Naan x1; Pasta Alfredo x1,327,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1123,2025-02-02,Mojito x1,148,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1128,2025-02-02,Tomato Soup x1; Dal Tadka x1; Veg Burger x1,492,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1130,2025-02-02,Gulab Jamun x1; Dal Tadka x1,288,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1199,2025-02-02,Pasta Alfredo x1; Pav Bhaji x1,428,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1215,2025-02-02,Veg Pulao x1; Chole Bhature x2,609,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1234,2025-02-02,Mojito x1; Mutton Rogan Josh x1; Spring Rolls x2,851,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1244,2025-02-02,Vegetable Manchurian x1; Egg Curry x1,426,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1269,2025-02-02,Caesar Salad x1; Chocolate Brownie x1; Gulab Jamun x1,450,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1292,2025-02-02,French Fries x1; Veg Burger x1,302,Winter,Yes,Vasant Panchami / Saraswati Puja
CUST1002,2025-02-03,Chocolate Brownie x1; Gulab Jamun x1,263,Winter,Yes,Day after Saraswati Puja
CUST1010,2025-02-03,Pav Bhaji x1; Veg Burger x1,343,Winter,Yes,Day after Saraswati Puja
CUST1012,2025-02-03,Tomato Soup x2; Spring Rolls x1,420,Winter,Yes,Day after Saraswati Puja
CUST1022,2025-02-03,French Fries x1; Chicken Sandwich x1; Egg Curry x1,511,Winter,Yes,Day after Saraswati Puja
CUST1077,2025-02-03,Chole Bhature x1; Margarita Pizza x1; Hakka Noodles x1; Chicken Biryani x1,1040,Winter,Yes,Day after Saraswati Puja
CUST1085,2025-02-03,Vegetable Manchurian x1; Dal Tadka x1,413,Winter,Yes,Day after Saraswati Puja
CUST1124,2025-02-03,Chicken Biryani x1; Hakka Noodles x1; Chicken Biryani x1,864,Winter,Yes,Day after Saraswati Puja
CUST1125,2025-02-03,Chicken Biryani x1; Masala Dosa x1,464,Winter,Yes,Day after Saraswati Puja
CUST1143,2025-02-03,Hakka Noodles x1; Paneer Butter Masala x1; French Fries x1,628,Winter,Yes,Day after Saraswati Puja
CUST1145,2025-02-03,Vegetable Manchurian x1; Paneer Butter Masala x1; Vegetable Manchurian x1,741,Winter,Yes,Day after Saraswati Puja
CUST1151,2025-02-03,Hakka Noodles x1,219,Winter,Yes,Day after Saraswati Puja
CUST1158,2025-02-03,Egg Curry x2; Chicken Biryani x1,704,Winter,Yes,Day after Saraswati Puja
CUST1175,2025-02-03,Paneer Butter Masala x1; Gulab Jamun x1,387,Winter,Yes,Day after Saraswati Puja
CUST1195,2025-02-03,Idli Sambhar x1; Tandoori Chicken x1,388,Winter,Yes,Day after Saraswati Puja
CUST1196,2025-02-03,Veg Fried Rice x1; Dal Tadka x1,386,Winter,Yes,Day after Saraswati Puja
CUST1225,2025-02-03,Tandoori Chicken x1; Rasmalai x2,504,Winter,Yes,Day after Saraswati Puja
CUST1254,2025-02-03,Chicken Sandwich x1; Egg Curry x1; Mojito x1,547,Winter,Yes,Day after Saraswati Puja
CUST1275,2025-02-03,Veg Burger x1; Margarita Pizza x1,477,Winter,Yes,Day after Saraswati Puja
CUST1280,2025-02-03,Chole Bhature x1; French Fries x1; Lassi x1; Veg Burger x1,617,Winter,Yes,Day after Saraswati Puja
CUST1285,2025-02-03,Cold Coffee x1; Mutton Rogan Josh x2; French Fries x2,1136,Winter,Yes,Day after Saraswati Puja
CUST1297,2025-02-03,Lassi x1; Spring Rolls x2; Chicken Biryani x1,741,Winter,Yes,Day after Saraswati Puja
CUST1007,2025-02-04,Masala Dosa x1; Veg Burger x1,327,Winter,No,
CUST1012,2025-02-04,Vegetable Manchurian x1; Dal Tadka x1; Veg Pulao x1,603,Winter,No,
CUST1043,2025-02-04,Fish Fry x2; Veg Burger x1,707,Winter,No,
CUST1092,2025-02-04,Pav Bhaji x1,157,Winter,No,
CUST1131,2025-02-04,Cold Coffee x1; Tandoori Chicken x1,396,Winter,No,
CUST1143,2025-02-04,Pav Bhaji x1; Chicken Biryani x1,477,Winter,No,
CUST1149,2025-02-04,Pav Bhaji x1; Veg Fried Rice x1,363,Winter,No,
CUST1161,2025-02-04,Cold Coffee x1; Chicken Biryani x1,456,Winter,No,
CUST1163,2025-02-04,Veg Burger x1; Chole Bhature x1,390,Winter,No,
CUST1166,2025-02-04,Chocolate Brownie x1; Chicken Sandwich x1,364,Winter,No,
CUST1216,2025-02-04,Chole Bhature x1; Idli Sambhar x2; French Fries x1; Veg Burger x1,748,Winter,No,
CUST1224,2025-02-04,Mutton Rogan Josh x1; Pav Bhaji x1,545,Winter,No,
CUST1229,2025-02-04,French Fries x1; Paneer Butter Masala x1,402,Winter,No,
CUST1240,2025-02-04,Spring Rolls x1; Cold Coffee x1; Spring Rolls x1,450,Winter,No,
CUST1276,2025-02-04,Veg Pulao x1,189,Winter,No,
CUST1287,2025-02-04,Lassi x1; Pav Bhaji x1; Cold Coffee x1; Margarita Pizza x1,683,Winter,No,
CUST1012,2025-02-05,Paneer Butter Masala x1,287,Winter,No,
CUST1013,2025-02-05,Vegetable Manchurian x2; Hakka Noodles x1,684,Winter,No,
CUST1018,2025-02-05,Hakka Noodles x1; Cold Coffee x1; Vegetable Manchurian x1,585,Winter,No,
CUST1036,2025-02-05,Hakka Noodles x1; Veg Pulao x1,414,Winter,No,
CUST1039,2025-02-05,Pav Bhaji x1,162,Winter,No,
CUST1080,2025-02-05,Idli Sambhar x1; Rasmalai x1,243,Winter,No,
CUST1149,2025-02-05,Veg Burger x1; Paneer Butter Masala x1,459,Winter,No,
CUST1162,2025-02-05,Veg Fried Rice x1; Egg Curry x1,394,Winter,No,
CUST1164,2025-02-05,French Fries x1; Pasta Alfredo x1,394,Winter,No,
CUST1165,2025-02-05,Cold Coffee x1; Mutton Rogan Josh x1; Veg Pulao x1; Spring Rolls x1,865,Winter,No,
CUST1188,2025-02-05,Butter Naan x1; Hakka Noodles x1,277,Winter,No,
CUST1212,2025-02-05,Egg Curry x1; Veg Fried Rice x1; French Fries x1; Veg Burger x1,692,Winter,No,
CUST1222,2025-02-05,Pasta Alfredo x1; Dal Tadka x1,449,Winter,No,
CUST1253,2025-02-05,Veg Burger x1; Paneer Butter Masala x2; Margarita Pizza x1,1036,Winter,No,
CUST1266,2025-02-05,Chicken Biryani x1; Mojito x1; Paneer Butter Masala x1; Vegetable Manchurian x1; Cold Coffee x1,1111,Winter,No,
CUST1273,2025-02-05,Lassi x1; Veg Fried Rice x1; Veg Fried Rice x1; Pasta Alfredo x1,769,Winter,No,
CUST1280,2025-02-05,Mutton Rogan Josh x2; Chole Bhature x2; Vegetable Manchurian x1,1409,Winter,No,
CUST1008,2025-02-06,French Fries x1; Chicken Sandwich x1; Paneer Butter Masala x1,608,Winter,No,
CUST1023,2025-02-06,Chicken Biryani x1; Veg Pulao x1; Dal Tadka x1,692,Winter,No,
CUST1029,2025-02-06,Chicken Sandwich x1; Vegetable Manchurian x1; Veg Fried Rice x1,629,Winter,No,
CUST1057,2025-02-06,Spring Rolls x1; Tomato Soup x1; Cold Coffee x1; Paneer Butter Masala x1,700,Winter,No,
CUST1076,2025-02-06,Chole Bhature x2; Dal Tadka x1; Spring Rolls x1,757,Winter,No,
CUST1114,2025-02-06,Hakka Noodles x1; Veg Fried Rice x1; Cold Coffee x1; Vegetable Manchurian x1,777,Winter,No,
CUST1156,2025-02-06,Butter Naan x1; Cold Coffee x1; Dal Tadka x1,362,Winter,No,
CUST1172,2025-02-06,Butter Naan x1; Idli Sambhar x1,175,Winter,No,
CUST1178,2025-02-06,Veg Fried Rice x1,206,Winter,No,
CUST1184,2025-02-06,Mojito x1; Veg Fried Rice x1; Veg Fried Rice x2; Veg Burger x1,932,Winter,No,
CUST1220,2025-02-06,Vegetable Manchurian x1; Idli Sambhar x2,467,Winter,No,
CUST1228,2025-02-06,Cold Coffee x1; Vegetable Manchurian x1; Chicken Sandwich x1,563,Winter,No,
CUST1228,2025-02-06,Gulab Jamun x1; French Fries x1; Veg Burger x1; Caesar Salad x1; Veg Pulao x1,786,Winter,No,
CUST1238,2025-02-06,Idli Sambhar x1,126,Winter,No,
CUST1248,2025-02-06,Lassi x1; Vegetable Manchurian x2,565,Winter,No,
CUST1262,2025-02-06,Lassi x1; Egg Curry x2; Chole Bhature x1,696,Winter,No,
CUST1274,2025-02-06,Dal Tadka x1; Chicken Biryani x1,506,Winter,No,
CUST1283,2025-02-06,Dal Tadka x1; Chicken Biryani x1,501,Winter,No,
CUST1034,2025-02-07,Egg Curry x2; Chicken Biryani x1; Chocolate Brownie x1,866,Winter,No,
CUST1097,2025-02-07,French Fries x1; Veg Pulao x2,500,Winter,No,
CUST1112,2025-02-07,Pasta Alfredo x1,274,Winter,No,
CUST1119,2025-02-07,Masala Dosa x1,143,Winter,No,
CUST1125,2025-02-07,Pav Bhaji x1; Hakka Noodles x1,381,Winter,No,
CUST1128,2025-02-07,Vegetable Manchurian x2; Lassi x1; Veg Pulao x1; Veg Fried Rice x2,1148,Winter,No,
CUST1185,2025-02-07,Veg Burger x1; Egg Curry x1; Lassi x1; Veg Burger x1,653,Winter,No,
CUST1188,2025-02-07,Cold Coffee x1; Paneer Butter Masala x1; Chole Bhature x1,626,Winter,No,
CUST1198,2025-02-07,Margarita Pizza x1; Mojito x1,444,Winter,No,
CUST1199,2025-02-07,Pav Bhaji x1; Fish Fry x1,420,Winter,No,
CUST1226,2025-02-07,Pasta Alfredo x1; Lassi x1; Vegetable Manchurian x1,608,Winter,No,
CUST1245,2025-02-07,French Fries x1; Veg Burger x1; Butter Naan x1,355,Winter,No,
CUST1245,2025-02-07,Cold Coffee x1; Caesar Salad x2,510,Winter,No,
CUST1253,2025-02-07,Veg Pulao x1; Dal Tadka x1; Masala Dosa x1; Vegetable Manchurian x1,742,Winter,No,
CUST1275,2025-02-07,Paneer Butter Masala x1; Dal Tadka x1,464,Winter,No,
CUST1026,2025-02-08,Veg Burger x1; Egg Curry x1,369,Winter,No,
CUST1048,2025-02-08,Mojito x1; Veg Pulao x1,345,Winter,No,
CUST1053,2025-02-08,Paneer Butter Masala x1; Cold Coffee x1; Chicken Biryani x1; Chicken Biryani x1,1057,Winter,No,
CUST1058,2025-02-08,Cold Coffee x1; Veg Burger x1,313,Winter,No,
CUST1066,2025-02-08,French Fries x1; Dal Tadka x1; Mojito x2,600,Winter,No,
CUST1073,2025-02-08,Gulab Jamun x1; Veg Pulao x1; Margarita Pizza x1; Paneer Butter Masala x1,866,Winter,No,
CUST1083,2025-02-08,Pasta Alfredo x1; Butter Naan x1; Tomato Soup x1,449,Winter,No,
CUST1086,2025-02-08,Cold Coffee x1; Cold Coffee x1,267,Winter,No,
CUST1088,2025-02-08,Tandoori Chicken x1,260,Winter,No,
CUST1100,2025-02-08,Chicken Sandwich x2; Mutton Rogan Josh x1; Veg Fried Rice x1,980,Winter,No,
CUST1102,2025-02-08,Pasta Alfredo x1; Mojito x1,419,Winter,No,
CUST1132,2025-02-08,Veg Pulao x2; Rasmalai x1; Chicken Sandwich x1,703,Winter,No,
CUST1134,2025-02-08,Veg Fried Rice x1; Chocolate Brownie x1; Veg Fried Rice x1; Veg Burger x1,742,Winter,No,
CUST1219,2025-02-08,Vegetable Manchurian x1; Dal Tadka x1; Paneer Butter Masala x2,976,Winter,No,
CUST1250,2025-02-08,French Fries x1; Chicken Sandwich x1; Margarita Pizza x1,611,Winter,No,
CUST1257,2025-02-08,Paneer Butter Masala x1; Paneer Butter Masala x1; Chole Bhature x1,767,Winter,No,
CUST1270,2025-02-08,Cold Coffee x1; Egg Curry x1,323,Winter,No,
CUST1272,2025-02-08,Pav Bhaji x1; Lassi x1,258,Winter,No,
CUST1288,2025-02-08,French Fries x2; Lassi x1,339,Winter,No,
CUST1292,2025-02-08,Egg Curry x1; Chicken Sandwich x1,389,Winter,No,
CUST1009,2025-02-09,Paneer Butter Masala x1; Veg Fried Rice x1; Vegetable Manchurian x1; French Fries x2,949,Winter,No,
CUST1015,2025-02-09,Mojito x1; Veg Pulao x1; Lassi x2,544,Winter,No,
CUST1017,2025-02-09,French Fries x1; Margarita Pizza x1; Mojito x1,560,Winter,No,
CUST1022,2025-02-09,Cold Coffee x1; Chicken Biryani x1; Veg Burger x1,634,Winter,No,
CUST1024,2025-02-09,Chole Bhature x1; Mutton Rogan Josh x1; Spring Rolls x1,750,Winter,No,
CUST1035,2025-02-09,Fish Fry x1; Veg Pulao x1,454,Winter,No,
CUST1091,2025-02-09,Vegetable Manchurian x1; French Fries x1; Chicken Sandwich x1; Cold Coffee x1; Veg Burger x1,865,Winter,No,
CUST1109,2025-02-09,Cold Coffee x1; Veg Pulao x1; Chicken Sandwich x1; Dal Tadka x1,701,Winter,No,
CUST1117,2025-02-09,Margarita Pizza x1; Chicken Biryani x2,931,Winter,No,
CUST1139,2025-02-09,French Fries x1; Cold Coffee x1; Chicken Sandwich x1; Paneer Butter Masala x1; Cold Coffee x1; Chicken Sandwich x1,1058,Winter,No,
CUST1163,2025-02-09,Veg Fried Rice x1; Cold Coffee x1; Paneer Butter Masala x1,609,Winter,No,
CUST1177,2025-02-09,Paneer Butter Masala x1; Veg Burger x1,462,Winter,No,
CUST1194,2025-02-09,Lassi x1; Dal Tadka x1; Chicken Biryani x1,603,Winter,No,
CUST1219,2025-02-09,Fish Fry x1; Veg Fried Rice x1; Cold Coffee x1,590,Winter,No,
CUST1271,2025-02-09,Hakka Noodles x1; Chocolate Brownie x1,388,Winter,No,
CUST1272,2025-02-09,Egg Curry x2; Egg Curry x1,576,Winter,No,
CUST1289,2025-02-09,Mojito x1; Veg Pulao x2; Chicken Sandwich x2; Caesar Salad x1,1118,Winter,No,
CUST1002,2025-02-10,Mutton Rogan Josh x1; Mojito x2; Chocolate Brownie x1,846,Winter,No,
CUST1011,2025-02-10,Pasta Alfredo x1; Chicken Biryani x1; Chicken Biryani x1,913,Winter,No,
CUST1031,2025-02-10,Mojito x1; Dal Tadka x1,328,Winter,No,
CUST1040,2025-02-10,Egg Curry x2,383,Winter,No,
CUST1051,2025-02-10,Lassi x1; Egg Curry x1; Cold Coffee x1; Egg Curry x1,615,Winter,No,
CUST1069,2025-02-10,Egg Curry x1,194,Winter,No,
CUST1132,2025-02-10,Margarita Pizza x1; Cold Coffee x1; Margarita Pizza x1,711,Winter,No,
CUST1150,2025-02-10,Rasmalai x1; Pasta Alfredo x1; Veg Fried Rice x1; Chicken Biryani x1,914,Winter,No,
CUST1175,2025-02-10,Mojito x2; Chole Bhature x1; Egg Curry x1,703,Winter,No,
CUST1190,2025-02-10,Chole Bhature x1; Idli Sambhar x2; Egg Curry x1,643,Winter,No,
CUST1238,2025-02-10,Veg Fried Rice x1; Hakka Noodles x1; Veg Pulao x1,613,Winter,No,
CUST1277,2025-02-10,Chicken Sandwich x2; Margarita Pizza x1,698,Winter,No,
CUST1024,2025-02-11,Pav Bhaji x1,166,Winter,No,
CUST1038,2025-02-11,Lassi x1; Chicken Sandwich x1; Paneer Butter Masala x2,865,Winter,No,
CUST1045,2025-02-11,Cold Coffee x1; Margarita Pizza x1; Pav Bhaji x1,587,Winter,No,
CUST1062,2025-02-11,Veg Fried Rice x2; Veg Pulao x1; Veg Fried Rice x1,793,Winter,No,
CUST1071,2025-02-11,Masala Dosa x1; Chicken Biryani x1,465,Winter,No,
CUST1071,2025-02-11,Mojito x1; Mojito x2,453,Winter,No,
CUST1094,2025-02-11,Pav Bhaji x2,325,Winter,No,
CUST1115,2025-02-11,Butter Naan x1; Veg Burger x1; French Fries x1; Cold Coffee x1; Egg Curry x1,668,Winter,No,
CUST1121,2025-02-11,Lassi x1; Margarita Pizza x1,393,Winter,No,
CUST1147,2025-02-11,Idli Sambhar x1; Idli Sambhar x1,242,Winter,No,
CUST1153,2025-02-11,Tomato Soup x1; Veg Burger x1; Margarita Pizza x1,599,Winter,No,
CUST1153,2025-02-11,Lassi x1; Idli Sambhar x1; Veg Pulao x1,417,Winter,No,
CUST1161,2025-02-11,Butter Naan x1; Lassi x1; French Fries x1,271,Winter,No,
CUST1175,2025-02-11,Tandoori Chicken x1; Mojito x1; Paneer Butter Masala x1; Margarita Pizza x2,1274,Winter,No,
CUST1261,2025-02-11,Margarita Pizza x1; Tomato Soup x1,424,Winter,No,
CUST1015,2025-02-12,Dal Tadka x2; Masala Dosa x1,503,Winter,No,
CUST1026,2025-02-12,Butter Naan x1; Chicken Biryani x1; Tomato Soup x2; Lassi x1,727,Winter,No,
CUST1065,2025-02-12,Dal Tadka x2; Vegetable Manchurian x2,825,Winter,No,
CUST1070,2025-02-12,Veg Pulao x2; Cold Coffee x1,514,Winter,No,
CUST1085,2025-02-12,Fish Fry x1; Tomato Soup x2; French Fries x1; Veg Burger x1,827,Winter,No,
CUST1100,2025-02-12,Veg Burger x2; Mutton Rogan Josh x2,1118,Winter,No,
CUST1102,2025-02-12,Mutton Rogan Josh x1,386,Winter,No,
CUST1120,2025-02-12,Tomato Soup x1; Veg Pulao x1; Hakka Noodles x1,540,Winter,No,
CUST1146,2025-02-12,Paneer Butter Masala x1; Mutton Rogan Josh x1; Margarita Pizza x2,1244,Winter,No,
CUST1148,2025-02-12,French Fries x1; Pasta Alfredo x1; Egg Curry x1,582,Winter,No,
CUST1167,2025-02-12,Chole Bhature x1; Lassi x1; Mutton Rogan Josh x1; Hakka Noodles x1,912,Winter,No,
CUST1197,2025-02-12,Veg Pulao x1; Mojito x1; Pasta Alfredo x1; Hakka Noodles x1,831,Winter,No,
CUST1242,2025-02-12,French Fries x1; Chicken Sandwich x1,323,Winter,No,
CUST1246,2025-02-12,Tomato Soup x1; Rasmalai x1; Pasta Alfredo x1,518,Winter,No,
CUST1259,2025-02-12,Pasta Alfredo x1; Chicken Biryani x1,595,Winter,No,
CUST1020,2025-02-13,Masala Dosa x1; Chole Bhature x1; Veg Pulao x2,727,Winter,Yes,Shab-e-Barat
CUST1030,2025-02-13,French Fries x1; Dal Tadka x1,307,Winter,Yes,Shab-e-Barat
CUST1040,2025-02-13,Mutton Rogan Josh x1; Vegetable Manchurian x1,610,Winter,Yes,Shab-e-Barat
CUST1043,2025-02-13,Cold Coffee x1; Butter Naan x1; Vegetable Manchurian x1; Dal Tadka x1,589,Winter,Yes,Shab-e-Barat
CUST1089,2025-02-13,Mojito x1; Veg Pulao x1; Egg Curry x1,529,Winter,Yes,Shab-e-Barat
